,source,paragraph_text,source-paragraph-text
2780,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"Let us turn now to the direct agents of this industry, or the producers of  this wealth, to the working class.","The
General Law of Capitalist Accumulation"
2781,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“It is one of the most melancholy features in the  social state of this country,” says Gladstone, “that while there  was a decrease in the consuming powers of the people, and while there was an  increase in the privations and distress of the labouring class and operatives,  there was at the same time a constant accumulation of wealth in the upper  classes, and a constant increase of capital.” ","The
General Law of Capitalist Accumulation"
2782,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"Thus spake this unctuous minister in the House of Commons of February 13th,  1843. On April 16th, 1863, 20 years later, in the speech in which he introduced  his Budget:","The
General Law of Capitalist Accumulation"
2783,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“From 1842 to 1852 the taxable income of the country  increased by 6 per cent.... In the 8 years from 1853 to 1861 it had increased  from the basis taken in 1853 by 20 per cent.! The fact is so astonishing as to  be almost incredible ... this intoxicating augmentation of wealth and power ...  entirely confined to classes of property ... must be of indirect benefit to the  labouring population, because it cheapens the commodities of general consumption.  While the rich have been growing richer, the poor have been growing less poor.  At any rate, whether the extremes of poverty are less, I do not presume to  say.” ","The
General Law of Capitalist Accumulation"
2784,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"How lame an anti-climax! If the working class has remained  “poor,” only “less poor” in proportion as it produces  for the wealthy class “an intoxicating augmentation of wealth and  power,” then it has remained relatively just as poor. If the extremes of  poverty have not lessened, they have increased, because the extremes of wealth  have. As to the cheapening of the means of subsistence, the official  statistics, e.g., the accounts of the London Orphan Asylum, show an  increase in price of 20% for the average of the three years 1860-1862, compared  with 1851-1853. In the following three years, 1863-1865, there was a  progressive rise in the price of meat, butter, milk, sugar, salt, coals, and a  number of other necessary means of subsistence.  Gladstone’s next Budget speech of  April 7th, 1864, is a Pindaric dithyrambus on the advance of  surplus-value-making and the happiness of the people “tempered by  poverty.” He speaks of masses “on the border” of pauperism,  of branches of trade in which “wages have not increased,” and  finally sums up the happiness of the working class in the words:","The
General Law of Capitalist Accumulation"
2785,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“human life is but, in nine cases out of ten, a  struggle for existence.” ","The
General Law of Capitalist Accumulation"
2786,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"Professor Fawcett, not bound like Gladstone by official  considerations, declares roundly:","The
General Law of Capitalist Accumulation"
2787,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“I do not, of course, deny that money wages have been  augmented by this increase of capital (in the last ten years), but this  apparent advantage is to a great extent lost, because many of the necessaries  of life are becoming dearer” (he believes because of the fall in value of  the precious metals)...""the rich grow rapidly richer, whilst there is no  perceptible advance in the comfort enjoyed by the industrial classes.... They  (the labourers) become almost the slaves of the tradesman, to whom they owe  money.”  ","The
General Law of Capitalist Accumulation"
2788,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"In the chapters on the “working-day” and  “machinery,” the reader has seen under what circumstances the  British working class created an “intoxicating augmentation of wealth and  power” for the propertied classes. There we were chiefly concerned with  the social functioning of the labourer. But for a full elucidation of the law  of accumulation, his condition outside the workshop must also be looked at, his  condition as to food and dwelling. The limits of this book compel us to concern  ourselves chiefly with the worst paid part of the industrial proletariat, and  with the agricultural labourers, who together form the majority of the working  class. ","The
General Law of Capitalist Accumulation"
2789,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"But first, one word on official pauperism, or on that part of the working  class which has forfeited its condition of existence (the sale of labour  power), and vegetates upon public alms. The official list of  paupers numbered in England  ","The
General Law of Capitalist Accumulation"
2790,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"During the cotton famine of 1862, Dr. Smith was charged by the Privy Council  with an inquiry into the conditions of nourishment of the distressed operatives  in Lancashire and Cheshire. His observations during many preceding years had  led him to the conclusion that “to avert starvation diseases,” the  daily food of an average woman ought to contain at least 3,900 grains of carbon  with 180 grains of nitrogen; the daily food of an average man, at least 4,300  grains of carbon with 200 grains of nitrogen; for women, about the same  quantity of nutritive elements as are contained in 2 lbs. of good wheaten  bread, for men 1/9 more; for the weekly average of adult men and women, at  least 28,600 grains of carbon and 1,330 grains of nitrogen. His  calculation was practically confirmed in a surprising manner by its  agreement with the miserable quantity of nourishment to which want had forced  down the consumption of the cotton operatives. This was, in December, 1862,  29,211 grains of carbon, and 1,295 grains of nitrogen weekly. ","The
General Law of Capitalist Accumulation"
2791,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"In the year 1863, the Privy Council ordered an inquiry into the state of  distress of the worst-nourished part of the English working class. Dr. Simon,  medical officer to the Privy Council, chose for this work the above-mentioned  Dr. Smith. His inquiry ranges on the one hand over the agricultural labourers,  on the other, over silk-weavers, needlewomen, kid-glovers, stocking-weavers,  glove-weavers, and shoemakers. The latter categories are, with the exception of  the stocking-weavers, exclusively town-dwellers. It was made a rule in the  inquiry to select in each category the most healthy families, and those  comparatively in the best circumstances.   ","The
General Law of Capitalist Accumulation"
2792,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,As a general result it was found that,"The
General Law of Capitalist Accumulation"
2793,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“in only one of the examined classes of in-door  operatives did the average nitrogen supply just exceed, while in another it  nearly reached, the estimated standard of bare sufficiency ","The
General Law of Capitalist Accumulation"
2794,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"Among the agricultural labourers, those of England, the wealthiest part of  the United Kingdom, were the worst fed.  The insufficiency of food among the agricultural  labourers, fell, as a rule, chiefly on the women and children, for “the  man must eat to do his work.” Still greater penury ravaged the  town-workers examined.","The
General Law of Capitalist Accumulation"
2795,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,“They are so ill fed that assuredly among them there  must be many cases of severe and injurious privation.” ,"The
General Law of Capitalist Accumulation"
2796,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"(“Privation” of the capitalist all this! i.e.,  “abstinence” from paying for the means of subsistence absolutely  necessary for the mere vegetation of his “hands.”) ","The
General Law of Capitalist Accumulation"
2797,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"The following table shows the conditions of nourishment of the above-named  categories of purely town-dwelling work-people, as compared with the minimum  assumed by Dr. Smith, and with the food-allowance of the cotton operatives  during the time of their greatest distress: ","The
General Law of Capitalist Accumulation"
2798,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"One half, or 60/125, of the industrial labour categories investigated, had  absolutely no beer, 28% no milk. The weekly average of the liquid means of  nourishment in the families varied from seven ounces in the needle-women to 24¾  ounces in the stocking-makers. The majority of those who did not obtain milk  were needle-women in London. The quantity of bread-stuffs consumed weekly  varied from 7¾ lbs. for the needle-women to 11½ lbs. for the  shoemakers, and gave a total average of 9.9 lbs. per adult weekly. Sugar  (treacle, etc.) varied from 4 ounces weekly for the kid-glovers to 11 ounces  for the stocking-makers; and the total average per week for all categories was  8 ounces per adult weekly. Total weekly average of butter (fat, etc.) 5 ounces  per adult. The weekly average of meat (bacon, etc.) varied from 7¼ ounces for  the silk-weavers, to 18¼ ounces for the kid-glovers; total average for the  different categories 13.6 ounces. The weekly cost of food per adult, gave the  following average figures; silk-weavers 2s. 2½d., needle-women 2s. 7d.,  kid-glovers 2s. 9½d., shoemakers 2s 7¾d., stocking-weavers 2s. 6¼d. For the  silk-weavers of Macclesfield the average was only 1s. 8½d. The worst categories  were the needle-women, silk-weavers and kid-glovers.  Of these facts, Dr. Simon in his General Health  Report says:","The
General Law of Capitalist Accumulation"
2799,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“That cases are innumerable in which defective diet is  the cause or the aggravator of disease, can be affirmed by any one who is  conversant with poor law medical practice, or with the wards and out-patient  rooms of hospitals.... Yet in this point of view, there is, in my opinion, a  very important sanitary context to be added. It must be remembered that  privation of food is very reluctantly borne, and that as a rule great poorness  of diet will only come when other privations have preceded it. Long before  insufficiency of diet is a matter of hygienic concern, long before the  physiologist would think of counting the grains of nitrogen and carbon which  intervene between life and starvation, the household will have been utterly  destitute of material comfort; clothing and fuel will have been even scantier  than food — against inclemencies of weather there will have been no  adequate protection — dwelling space will have been stinted to the degree  in which overcrowding produces or increases disease; of household utensils and  furniture there will have been scarcely any — even cleanliness will have been  found costly or difficult, and if there still be self-respectful endeavours to  maintain it, every such endeavour will represent additional pangs of hunger.  The home, too, will be where shelter can be cheapest bought; in quarters where  commonly there is least fruit of sanitary supervision, least drainage, least  scavenging, least suppression of public nuisances, least or worst water supply,  and, if in town, least light and air. Such are the sanitary  dangers to which poverty is almost certainly exposed, when it is poverty enough  to imply scantiness of food. And while the sum of them is of terrible magnitude  against life, the mere scantiness of food is in itself of very serious  moment.... These are painful reflections, especially when it is remembered that  the poverty to which they advert is not the deserved poverty of idleness. In  all cases it is the poverty of working populations. Indeed, as regards the  in-door operatives, the work which obtains the scanty pittance of food, is for  the most part excessively prolonged. Yet evidently it is only in a qualified  sense that the work can be deemed self-supporting.... And on a very large scale  the nominal self-support can be only a circuit, longer or shorter, to  pauperism.”  ","The
General Law of Capitalist Accumulation"
2800,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"The intimate connexion between the pangs of hunger of the most industrious  layers of the working class, and the extravagant consumption, coarse or  refined, of the rich, for which capitalist accumulation is the basis, reveals  itself only when the economic laws are known. It is otherwise with the  “housing of the poor.” Every unprejudiced observer sees that the  greater the centralisation of the means of production, the greater is the  corresponding heaping together of the labourers, within a given space; that  therefore the swifter capitalistic accumulation, the more miserable are the  dwellings of the working-people. “Improvements” of towns,  accompanying the increase of wealth, by the  demolition of badly built quarters, the erection of palaces for banks,  warehouses, &c., the widening of streets for business traffic, for the  carriages of luxury, and for the introduction of tramways, &c., drive away  the poor into even worse and more crowded hiding places. On the other hand,  every one knows that the dearness of dwellings is in inverse ratio to their  excellence, and that the mines of misery are exploited by house speculators  with more profit or less cost than ever were the mines of Potosi. The  antagonistic character of capitalist accumulation, and therefore of the  capitalistic relations of property generally,  is here so evident, that even the official English  reports on this subject teem with heterodox onslaughts on “property and  its rights.” With the development of industry, with the accumulation of  capital, with the growth and “improvement” of towns, the evil makes  such progress that the mere fear of contagious diseases which do not spare even  “respectability,” brought into existence from 1847 to 1864 no less  than 10 Acts of Parliament on sanitation, and that the frightened bourgeois in  some towns, as Liverpool, Glasgow, &c., took strenuous measures through  their municipalities. Nevertheless Dr. Simon, in his report of 1865, says:","The
General Law of Capitalist Accumulation"
2801,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“Speaking generally, it may be said that the evils are  uncontrolled in England.” ","The
General Law of Capitalist Accumulation"
2802,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"By order of the Privy Council, in 1864, an inquiry was made into the  conditions of the housing of the agricultural labourers, in 1865 of the poorer  classes in the towns. The results of the admirable work of Dr. Julian Hunter  are to be found in the seventh (1865) and eighth (1866) reports on  “Public Health.” To the agricultural labourers, I shall come later.  On the condition of town dwellings, I quote, as preliminary, a general remark  of Dr. Simon.","The
General Law of Capitalist Accumulation"
2803,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“Although my official point of view,” he says,  “is one exclusively physical, common humanity requires that the other  aspect of this evil should not be ignored .... In its higher  degrees it   ","The
General Law of Capitalist Accumulation"
2804,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"London takes the first place in over-crowded habitations,  absolutely unfit for human beings.","The
General Law of Capitalist Accumulation"
2805,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“He feels clear,” says Dr. Hunter, “on two  points; first, that there are about 20 large colonies in London, of about  10,000 persons each, whose miserable condition exceeds almost anything he has  seen elsewhere in England, and is almost entirely the result of their bad house  accommodation; and second, that the crowded and dilapidated condition of the  houses of these colonies is much worse than was the case 20 years ago.”    ","The
General Law of Capitalist Accumulation"
2806,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"Further, the better-off part of the working class, together with the small  shopkeepers and other elements of the lower middle class, falls in London more  and more under the curse of these vile conditions of dwelling, in proportion as  “improvements,” and with them the demolition of old streets and  houses, advance, as factories and the afflux of human beings grow in the  metropolis, and finally as house rents rise with the ground-rents.","The
General Law of Capitalist Accumulation"
2807,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,“Rents have become so heavy that few labouring men can  afford more than one room.” ,"The
General Law of Capitalist Accumulation"
2808,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"There is almost no house-property in London that is not overburdened with a  number of middlemen. For the price of land in London is always very high in  comparison with its yearly revenue, and therefore every buyer speculates on  getting rid of it again at a jury price (the expropriation valuation fixed by  jurymen), or on pocketing an extraordinary increase of value arising from the  neighbourhood of some large establishment. As a consequence of this there is a  regular trade in the purchase of “fag-ends of leases.” ","The
General Law of Capitalist Accumulation"
2809,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“Gentlemen in this business may be fairly expected to  do as they do — get all they can from the tenants while they have them,  and leave as little as they can for their successors.”   ","The
General Law of Capitalist Accumulation"
2810,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"The rents are weekly, and these gentlemen run no risk. In consequence of the  making of railroads in the City,","The
General Law of Capitalist Accumulation"
2811,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“the spectacle has lately been seen in the East of  London of a number of families wandering about some Saturday night with their  scanty worldly goods on their backs, without any resting place but the  workhouse.” ","The
General Law of Capitalist Accumulation"
2812,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"The workhouses are already over-crowded, and the “improvements”  already sanctioned by Parliament are only just begun. If labourers  are driven away by the demolition of their old houses, they do not leave their  old parish, or at most they settle down on its borders, as near as they can get  to it.","The
General Law of Capitalist Accumulation"
2813,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“They try, of course, to remain as near as possible to  their workshops. The inhabitants do not go beyond the same or the next parish,  parting their two-room tenements into single rooms, and crowding even those....  Even at an advanced rent, the people who are displaced will hardly be able to  get an accommodation so good as the meagre one they have left.... Half the  workmen ... of the Strand ... walked two miles to their work.”  ","The
General Law of Capitalist Accumulation"
2814,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"This same Strand, a main thoroughfare which gives strangers an imposing idea  of the wealth of London, may serve as an example of the packing together of  human beings in that town. In one of its parishes, the Officer of Health  reckoned 581 persons per acre, although half the width of the  Thames was reckoned in. It will be self-understood that every sanitary measure,  which, as has been the case hitherto in London, hunts the labourers from one  quarter, by demolishing uninhabitable houses, serves only to crowd them  together yet more closely in another.","The
General Law of Capitalist Accumulation"
2815,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“Either,” says Dr. Hunter, “the whole  proceeding will of necessity stop as an absurdity, or the public compassion (!)  be effectually aroused to the obligation which may now be without exaggeration  called national, of supplying cover to those who by reason of their having no  capital, cannot provide it for themselves, though they can by periodical  payments reward those who will provide it for them.” ","The
General Law of Capitalist Accumulation"
2816,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"Admire this capitalistic justice! The owner of land, of houses, the  businessman, when expropriated by “improvements” such as railroads,  the building of new streets, &c., not only receives full indemnity. He  must, according to law, human and divine, be comforted for his enforced  “abstinence” over and above this by a thumping profit. The  labourer, with his wife and child and chattels, is thrown out into the street,  and — if he crowds in too large numbers towards quarters of the town  where the vestries insist on decency, he is prosecuted in the name of  sanitation! ","The
General Law of Capitalist Accumulation"
2817,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"Except London, there was at the beginning of the 19th century no single town  in England of 100,000 inhabitants. Only five had more than 50,000. Now there  are 28 towns with more than 50,000 inhabitants.","The
General Law of Capitalist Accumulation"
2818,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“The result of this change is not only that the class  of town people is enormously increased, but the old close-packed little towns  are now centres, built round on every side, open nowhere to air, and being no  longer agreeable to the rich are abandoned by them for the pleasanter  outskirts. The successors of these rich are occupying the larger  houses at the rate of a family to each room ","The
General Law of Capitalist Accumulation"
2819,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"The more rapidly capital accumulates in an industrial or commercial town,  the more rapidly flows the stream of exploitable human material, the more  miserable are the improvised dwellings of the labourers. ","The
General Law of Capitalist Accumulation"
2820,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"Newcastle-on-Tyne, as the centre of a coal and iron district of growing  productiveness, takes the next place after London in the housing inferno. Not  less than 34,000 persons live there in single rooms. Because of their absolute  danger to the community, houses in great numbers have lately been destroyed by  the authorities in Newcastle and Gateshead. The building of new houses  progresses very slowly, business very quickly. The town was, therefore, in  1865, more full than ever. Scarcely a room was to let. Dr. Embleton, of the  Newcastle Fever Hospital, says:","The
General Law of Capitalist Accumulation"
2821,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“There can be little doubt that the great cause of the  continuance and spread of the typhus has been the over-crowding of human  beings, and the uncleanliness of their dwellings. The rooms, in which labourers in many cases live, are situated  in confined and unwholesome yards or courts, and for space, light, air, and  cleanliness, are models of insufficiency and insalubrity, and a disgrace to any  civilised community; in them men, women, and children lie at night huddled  together: and as regards the men, the night-shift succeed the day-shift, and  the day-shift the night-shift in unbroken series for some time together, the  beds having scarcely time to cool; the whole house badly supplied with water  and worse with privies; dirty, unventilated, and pestiferous.” ","The
General Law of Capitalist Accumulation"
2822,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,The price per week of such lodgings ranges from 8d. to 3s.,"The
General Law of Capitalist Accumulation"
2823,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“The town of Newcastle-on-Tyne,” says Dr. Hunter,  “contains a sample of the finest tribe of our countrymen, often sunk by  external circumstances of house and street into an almost savage  degradation.”  ","The
General Law of Capitalist Accumulation"
2824,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"As a result of the ebbing and flowing of capital and labour, the state of  the dwellings of an industrial town may today be bearable, tomorrow hideous. Or  the aedileship of the town may have pulled itself together for the removal of  the most shocking abuses. Tomorrow, like a swarm of locusts, come crowding in  masses of ragged Irishmen or decayed English agricultural labourers. They are stowed away in cellars and lofts, or the  hitherto respectable labourer’s dwelling is transformed into a lodging  house whose personnel changes as quickly as the billets in the 30  years’ war. Example: Bradford (Yorkshire). There the municipal philistine  was just busied with urban improvements. Besides, there were still in Bradford,  in 1861, 1,751 uninhabited houses. But now comes that revival of trade which  the mildly liberal Mr. Forster, the negro’s friend, recently crowed over  with so much grace. With the revival of trade came of course an overflow from  the waves of the ever fluctuating “reserve army” or “relative  surplus population.” The frightful cellar habitations and rooms  registered in the list,  which  Dr. Hunter obtained from the agent of an Insurance Company, were for the most  part inhabited by well-paid labourers. They declared that they would willingly  pay for better dwellings if they were to be had. Meanwhile, they become  degraded, they fall ill, one and all, whilst the mildly liberal Forster, M. P.,  sheds tears over the blessings of Free Trade, and the profits of the eminent  men of Bradford who deal in worsted. In the Report of September, 1865, Dr.  Bell, one of the poor law doctors of Bradford, ascribes the frightful mortality  of fever-patients in his district to the nature of their dwellings.","The
General Law of Capitalist Accumulation"
2825,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“In one small cellar measuring 1,500 cubic feet ...  there are ten persons .... Vincent Street, Green Aire Place, and the Leys  include 223 houses having 1,450 inhabitants, 435 beds, and 36 privies.... The beds — and in that term I include any roll of dirty old rags,  or an armful of shavings — have an average of 3.3 persons to each, many have 5  and 6 persons to each, and some people, I am told, are absolutely without beds;  they sleep in their ordinary clothes, on the bare boards — young men and  women, married and unmarried, all together. I need scarcely add that many of  these dwellings are dark, damp, dirty, stinking holes, utterly unfit for human  habitations; they are the centres from which disease and death are distributed  amongst those in better circumstances, who have allowed them thus to fester in  our midst.”  ","The
General Law of Capitalist Accumulation"
2826,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,Bristol takes the third place after London in the misery of its  dwellings.,"The
General Law of Capitalist Accumulation"
2827,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“Bristol, where the blankest poverty and domestic  misery abound in the wealthiest town of Europe.”  ","The
General Law of Capitalist Accumulation"
2828,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"We turn now to a class of people whose origin is agricultural, but whose  occupation is in great part industrial. They are the light infantry of capital,  thrown by it, according to its needs, now to this point, now to that. When they  are not on the march, they “camp.” Nomad labour is used for various  operations of building and draining, brick-making, lime-burning,  railway-making, &c. A flying column of pestilence, it carries into the  places in whose neighbourhood it pitches its camp, small-pox, typhus, cholera,  scarlet fever, &c.  One example will suffice. In  September, 1864, Dr. Simon reports that the Chairman of the Nuisances Removal  Committee of the parish of Sevenoaks sent the following denunciation to Sir  George Grey, Home Secretary: — ","The
General Law of Capitalist Accumulation"
2829,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“Small-pox cases were rarely heard of in this parish  until about twelve months ago. Shortly before that time, the works for a  railway from Lewisham to Tunbridge were commenced here, and, in addition to the  principal works being in the immediate neighbourhood of this town, here was  also established the depôt for the whole of the works, so that a  large number of persons was of necessity employed here. As cottage  accommodation could not be obtained for them all, huts were built in several  places along the line of the works by the contractor, Mr. Jay, for their  especial occupation. These huts possessed no ventilation nor drainage, and,  besides, were necessarily over-crowded, because each occupant had to  accommodate lodgers, whatever the number in his own family might be, although  there were only two rooms to each tenement. The consequences were, according to  the medical report we received, that in the night-time these poor people were  compelled to endure all the horror of suffocation to avoid the pestiferous  smells arising from the filthy, stagnant water, and the privies close under  their windows. Complaints were at length made to the Nuisances Removal  Committee by a medical gentleman who had occasion to visit these huts, and he  spoke of their condition as dwellings in the most severe terms, and he  expressed his fears that some very serious consequences might ensue, unless  some sanitary measures were adopted. About a year ago, Mr. Jay promised to  appropriate a hut, to which persons in his employ, who were suffering from  contagious diseases, might at once be removed. He repeated that promise on the  23rd July last, but although since the date of the last Promise there have been  several cases of small-pox in his huts, and two deaths from the same disease,  yet he has taken no steps whatever to carry out his promise. On the 9th  September instant, Mr. Kelson, surgeon, reported to me further cases of  small-pox in the same huts, and he described their condition as most  disgraceful. I should add, for your (the Home  Secretary’s) information that an isolated house, called the Pest-house,  which is set apart for parishioners who might be suffering from infectious  diseases, has been continually occupied by such patients for many months past,  and is also now occupied; that in one family five children died from small-pox  and fever; that from the 1st April to the 1st September this year, a period of  five months, there have been no fewer than ten deaths from small-pox in the  parish, four of them being in the huts already referred to; that it is  impossible to ascertain the exact number of persons who have suffered from that  disease although they are known to be many, from the fact of the families  keeping it as private as possible.”  ","The
General Law of Capitalist Accumulation"
2830,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"The labourers in coal and other mines belong to the best paid  categories of the British proletariat. The price at which they buy their wages  was shown on an earlier page.   Here I merely cast a hurried glance over the conditions of their dwellings. As  a rule, the exploiter of a mine, whether its owner or his tenant, builds a  number of cottages for his hands. They receive cottages and coal for firing  “for nothing” — i.e., these form part of their  wages, paid in kind. Those who are not lodged in this way receive in  compensation £4 per annum. The mining districts attract with rapidity a large  population, made up of the miners themselves, and the artisans, shopkeepers,  &c., that group themselves around them. The ground-rents are high, as they  are generally where population is dense. The master tries, therefore, to run  up, within the smallest space possible at the mouth of the pit, just so many  cottages as are necessary to pack together his hands and their families. If new  mines are opened in the neighbourhood, or old ones are again set working, the  pressure increases. In the construction of the cottages, only  one point of view is of moment, the “abstinence” of the capitalist  from all expenditure that is not absolutely unavoidable.","The
General Law of Capitalist Accumulation"
2831,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“The lodging which is obtained by the pitman and other  labourers connected with the collieries of Northumberland and Durham,”  says Dr. Julian Hunter, “is perhaps, on the whole, the worst and the  dearest of which any large specimens can be found in England, the similar  parishes of Monmouthshire excepted.... The extreme badness is in the high  number of men found in one room, in the smallness of the ground-plot on which a  great number of houses are thrust, the want of water, the absence of privies,  and the frequent placing of one house on the top of another, or distribution  into flats, ... the lessee acts as if the whole colony were encamped, not  resident.”  ","The
General Law of Capitalist Accumulation"
2832,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“In pursuance of my instructions,” says Dr.  Stevens, “I visited most of the large colliery villages in the Durham  Union.... With very few exceptions, the general statement that no means are  taken to secure the health of the inhabitants would be true of all of them....  All colliers are bound  ","The
General Law of Capitalist Accumulation"
2833,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"In conflict with “public opinion,” or even with the Officers of  Health, capital makes no difficulty about “justifying” the  conditions partly dangerous, partly degrading, to which it confines the working  and domestic life of the labourer, on the ground that they are necessary for  profit. It is the same thing when capital “abstains” from  protective measures against dangerous machinery in the factory, from appliances  for ventilation and for safety in mines, &c. It is the same here with the  housing of the miners. Dr. Simon, medical officer of the Privy Council, in his  official Report says:","The
General Law of Capitalist Accumulation"
2834,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"“In apology for the wretched household accommodation  ... it is alleged that miners are commonly worked on lease; that the duration  of the lessee’s interest (which in collieries is commonly for 21 years),  is not so long that he should deem it worth his while to create good  accommodation for his labourers, and for the tradespeople and others whom the  work attracts; that even if he were disposed to act liberally in the matter,  this disposition would commonly be defeated by his landlord’s tendency to  fix on him, as ground-rent, an exorbitant additional charge for the privilege  of having on the surface of the ground the decent and comfortable village which  the labourers of the subterranean property ought to inhabit, and that  prohibitory price (if not actual prohibition) equally excludes others who might  desire to build. It would be foreign to the purpose of this report to enter  upon any discussion of the merits of the above apology. Nor here is it even  needful to consider where it would be that, if decent accommodation were  provided, the cost ... would eventually fall — whether on landlord, or  lessee, or labourer, or public. But in presence of such shameful facts as are  vouched for in the annexed reports  ","The
General Law of Capitalist Accumulation"
2835,https://www.marxists.org/archive/marx/works/1867-c1/ch25.htm,"Before I turn to the regular agricultural labourers, I may be allowed to  show, by one example, how industrial revulsions affect even the best-paid, the  aristocracy, of the working class. It will be remembered that the year 1857  brought one of the great crises with which the industrial cycle periodically  ends. The next termination of the cycle was due in 1866. Already discounted in  the regular factory districts by the cotton famine, which threw much capital  from its wonted sphere into the great centres of the money-market, the crisis  assumed, at this time, an especially financial character. Its outbreak in 1866  was signalised by the failure of a gigantic London Bank, immediately followed  by the collapse of countless swindling companies. One of the great London  branches of industry involved in the catastrophe was iron shipbuilding. The magnates of this trade had not only over-produced beyond all  measure during the overtrading time, but they had, besides, engaged in enormous  contracts on the speculation that credit would be forthcoming to an equivalent  extent. Now, a terrible reaction set in, that even at this hour (the end of  March, 1867) continues in this and other London industries.  To show the condition of the  labourers, I quote the following from the circumstantial report of a  correspondent of the Morning Star, who, at the end of 1866, and  beginning of 1867, visited the chief centres of distress:","The
General Law of Capitalist Accumulation"
